1.549.000 TL,Volkswagen,Passat,2.0 TDi BlueMotion Comfortline,2017,88.000 km,Otomatik,Dizel,Sedan,1968 cc,150 hp,Önden Çekiş,"4,4 lt",66 lt,Tamamı orjinal
618.750 TL,Renault,Clio,1.5 dCi SportTourer Joy,2017,155.000 km,Düz,Dizel,Station wagon,1461 cc,75 hp,Önden Çekiş,"3,6 lt",45 lt,Belirtilmemiş
2.595.000 TL,Marka:,Seri:,Model:,Yıl:,Kilometre:,Vites Tipi:,Yakıt Tipi:,Kasa Tipi:,Motor Hacmi:,Motor Gücü:,Çekiş:,Ort. Yakıt Tüketimi:,Yakıt Deposu:,Boya-değişen:
585.800 TL,Honda,Civic,1.6 i-VTEC Elegance,2011,206.000 km,Otomatik,LPG & Benzin,Sedan,1595 cc,125 hp,Önden Çekiş,"7,1 lt",50 lt,"2 değişen, 2 boyalı"
2.885.900 TL,Audi,A4,A4 Allroad Quattro 2.0 TFSI,2022,11.000 km,Otomatik,Benzin,Station wagon,1984 cc,245 hp,4WD (Sürekli),"6,6 lt",58 lt,Tamamı orjinal
3.475.000 TL,Porsche,Panamera,Diesel,2012,230.000 km,Otomatik,Dizel,Hatchback/5,2967 cc,300 hp,Arkadan İtiş,"6,4 lt",80 lt,Belirtilmemiş
828.750 TL,Mercedes - Benz,C,C 180 Kompressor Avantgarde,2008,290.000 km,Otomatik,LPG & Benzin,Sedan,1796 cc,156 hp,Arkadan İtiş,"8,3 lt",66 lt,Belirtilmemiş
1.480.000 TL,Skoda,SuperB,1.6 TDI Prestige,2016,77.000 km,Yarı Otomatik,Dizel,Hatchback/5,1598 cc,120 hp,Önden Çekiş,"4,1 lt",66 lt,2 boyalı
990.000 TL,BMW,3 Serisi,316i Standart,2013,181.000 km,Otomatik,Benzin,Sedan,1598 cc,136 hp,Arkadan İtiş,"5,8 lt",60 lt,4 boyalı
940.000 TL,Volkswagen,Polo,1.4 TSi GTi,2012,143.000 km,Yarı Otomatik,Benzin,Hatchback/3,1390 cc,180 hp,Önden Çekiş,"5,8 lt",45 lt,Belirtilmemiş
1.120.000 TL,Marka:,Seri:,Model:,Yıl:,Kilometre:,Vites Tipi:,Yakıt Tipi:,Kasa Tipi:,Motor Hacmi:,Motor Gücü:,Çekiş:,Ort. Yakıt Tüketimi:,Yakıt Deposu:,Boya-değişen:
180.000 TL,Tofaş,Doğan,SLX,1995,176.580 km,Düz,LPG & Benzin,Sedan,1581 cc,83 hp,Arkadan İtiş,50 lt,Belirtilmemiş,Takasa Uygun
559.000 TL,Fiat,Linea,1.3 Multijet Urban,2012,104.000 km,Düz,Dizel,Sedan,1248 cc,95 hp,Önden Çekiş,"4,9 lt",45 lt,Belirtilmemiş
375.000 TL,Opel,Corsa,1.2 Twinport Essentia,2005,186.000 km,Düz,Benzin,Hatchback/5,1229 cc,80 hp,Önden Çekiş,6 lt,44 lt,Belirtilmemiş
709.900 TL,Hyundai,i20,1.2 MPI Style,2017,102.000 km,Düz,LPG & Benzin,Hatchback/5,1248 cc,84 hp,Önden Çekiş,"5,1 lt",50 lt,Belirtilmemiş
235.000 TL,Opel,Corsa,1.4 Swing,1998,111.111 km,Düz,LPG & Benzin,Hatchback/3,1389 cc,90 hp,Önden Çekiş,"7,4 lt",42 lt,Belirtilmemiş
845.000 TL,Fiat,Egea,1.3 Multijet Easy,2023,2.423 km,Düz,Dizel,Sedan,1248 cc,95 hp,Önden Çekiş,"4,1 lt",50 lt,Tamamı orjinal
985.000 TL,Volkswagen,Passat,2.0 TDi BlueMotion Comfortline,2015,270.000 km,Yarı Otomatik,Dizel,Sedan,1968 cc,150 hp,Önden Çekiş,"4,4 lt",66 lt,Belirtilmemiş
800.000 TL,Skoda,Fabia,1.4 TDI Style,2015,90.000 km,Yarı Otomatik,Dizel,Hatchback/5,1422 cc,90 hp,Önden Çekiş,"3,6 lt",45 lt,Belirtilmemiş
1.140.000 TL,Volkswagen,Passat,1.6 TDi BlueMotion Comfortline,2015,200.000 km,Yarı Otomatik,Dizel,Sedan,1598 cc,120 hp,Önden Çekiş,4 lt,66 lt,Tamamı orjinal
630.000 TL,Hyundai,Accent Blue,1.6 CRDI Mode Plus,2013,169.000 km,Düz,Dizel,Sedan,1582 cc,128 hp,Önden Çekiş,"4,4 lt",43 lt,2 boyalı
335.000 TL,Ford,Fiesta,1.4 TDCi Comfort,2006,323.000 km,Düz,Dizel,Hatchback/5,1399 cc,68 hp,Önden Çekiş,"4,3 lt",45 lt,Belirtilmemiş
865.000 TL,BMW,1 Serisi,116d ED EfficientDynamics,2014,127.000 km,Düz,Dizel,Hatchback/5,1598 cc,116 hp,Arkadan İtiş,"3,8 lt",52 lt,1 boyalı
1.330.000 TL,Volkswagen,Golf,1.6 TDi BlueMotion Highline,2017,99.000 km,Yarı Otomatik,Dizel,Hatchback/5,1598 cc,115 hp,Önden Çekiş,"4,2 lt",50 lt,Belirtilmemiş
849.950 TL,Ford,Focus,1.5 TDCi Trend X,2017,142.950 km,Yarı Otomatik,Dizel,Sedan,1499 cc,120 hp,Önden Çekiş,"4,2 lt",55 lt,2 boyalı
849.950 TL,Ford,Focus,1.5 TDCi Trend X,2017,143.025 km,Yarı Otomatik,Dizel,Sedan,1499 cc,120 hp,Önden Çekiş,"4,2 lt",55 lt,3 boyalı
335.000 TL,Fiat,Linea,1.3 Multijet Active,2008,268.000 km,Düz,Dizel,Sedan,1248 cc,90 hp,Önden Çekiş,"4,9 lt",45 lt,"1 değişen, 5 boyalı"
1.150.000 TL,Volkswagen,Passat,1.6 TDi BlueMotion Comfortline,2014,197.000 km,Yarı Otomatik,Dizel,Sedan,1598 cc,120 hp,Önden Çekiş,4 lt,66 lt,"2 değişen, 1 boyalı"
899.000 TL,Volkswagen,Passat,1.6 TDi BlueMotion Comfortline,2012,288.000 km,Yarı Otomatik,Dizel,Sedan,1598 cc,105 hp,Önden Çekiş,"4,7 lt",70 lt,Belirtilmemiş
467.500 TL,Volkswagen,Polo,1.4 Comfortline,2004,128.000 km,Otomatik,Benzin,Hatchback/5,1390 cc,75 hp,Önden Çekiş,"7,4 lt",45 lt,Belirtilmemiş
609.000 TL,Citroen,C1,1.0 VTi Shine,2014,62.520 km,Yarı Otomatik,Benzin,Hatchback/5,998 cc,69 hp,Önden Çekiş,"4,2 lt",35 lt,Tamamı orjinal
825.000 TL,Volkswagen,Polo,1.4 TSi GTi,2013,147.000 km,Yarı Otomatik,Benzin,Hatchback/3,1390 cc,180 hp,Önden Çekiş,"5,8 lt",45 lt,Belirtilmemiş
904.500 TL,Renault,Megane,1.5 dCi Touch,2018,85.000 km,Yarı Otomatik,Dizel,Sedan,1461 cc,110 hp,Önden Çekiş,"3,8 lt",49 lt,Belirtilmemiş
589.500 TL,Peugeot,301,1.5 BlueHDI Active,2019,103.000 km,Düz,Dizel,Sedan,1499 cc,102 hp,Önden Çekiş,"3,9 lt",50 lt,"1 değişen, 4 boyalı"
147.500 TL,Renault,R 12,TSW,1987,200.000 km,Düz,LPG & Benzin,Station wagon,1397 cc,72 hp,Önden Çekiş,Belirtilmemiş,Takasa Uygun Değil,Galeriden
692.900 TL,Seat,Ibiza,1.2 TSI Style,2013,151.000 km,Yarı Otomatik,Benzin,Hatchback/5,1197 cc,105 hp,Önden Çekiş,"5,3 lt",45 lt,3 boyalı
835.000 TL,Opel,Astra,1.4 T Edition Plus,2019,116.000 km,Otomatik,Benzin,Sedan,1364 cc,140 hp,Önden Çekiş,"6,7 lt",56 lt,Belirtilmemiş
613.750 TL,Volkswagen,Jetta,1.4 TSi Tour,2009,202.000 km,Yarı Otomatik,Benzin,Sedan,1390 cc,122 hp,Önden Çekiş,"6,3 lt",55 lt,"1 değişen, 2 boyalı"
627.750 TL,Hyundai,i30,1.6 GDi Style,2013,141.000 km,Düz,LPG & Benzin,Hatchback/5,1591 cc,135 hp,Önden Çekiş,"5,7 lt",53 lt,"1 değişen, 7 boyalı"
627.750 TL,Hyundai,i30,1.6 GDi Style,2013,141.000 km,Düz,LPG & Benzin,Hatchback/5,1591 cc,135 hp,Önden Çekiş,"5,7 lt",53 lt,"1 değişen, 7 boyalı"
775.000 TL,Honda,Civic,1.6 i-VTEC Elegance,2010,189.000 km,Otomatik,LPG & Benzin,Sedan,1595 cc,125 hp,Önden Çekiş,"7,1 lt",50 lt,Belirtilmemiş
880.000 TL,Honda,Civic,1.6 i-VTEC ECO Elegance,2014,145.000 km,Otomatik,LPG & Benzin,Sedan,1598 cc,125 hp,Önden Çekiş,"6,7 lt",50 lt,Belirtilmemiş
510.000 TL,Ford,Focus,1.6 Titanium,2011,264.000 km,Düz,Benzin,Hatchback/5,1596 cc,100 hp,Önden Çekiş,"6,7 lt",55 lt,Belirtilmemiş
789.750 TL,Marka:,Seri:,Model:,Yıl:,Kilometre:,Vites Tipi:,Yakıt Tipi:,Kasa Tipi:,Motor Hacmi:,Motor Gücü:,Çekiş:,Ort. Yakıt Tüketimi:,Yakıt Deposu:,Boya-değişen:
650.000 TL,Renault,Symbol,1.5 dCi Joy,2017,106.000 km,Düz,Dizel,Sedan,1461 cc,90 hp,Önden Çekiş,"3,9 lt",50 lt,Tamamı orjinal
728.000 TL,Volkswagen,Polo,1.4 TDi Comfortline,2016,121.000 km,Yarı Otomatik,Dizel,Hatchback/5,1422 cc,90 hp,Önden Çekiş,"3,5 lt",45 lt,"1 değişen, 3 boyalı"
750.000 TL,Renault,Clio,1.0 SCe Joy,2023,6.001 km,Düz,Benzin,Hatchback/5,999 cc,65 hp,Önden Çekiş,"4,9 lt",42 lt,Tamamı orjinal
437.500 TL,Fiat,Linea,1.3 Multijet Actual,2013,190.000 km,Düz,Dizel,Sedan,1248 cc,95 hp,Önden Çekiş,"4,9 lt",45 lt,3 boyalı
245.000 TL,Mitsubishi,Carisma,1.6 GL,1999,433.000 km,Düz,LPG & Benzin,Sedan,1597 cc,90 hp,Önden Çekiş,"7,3 lt",60 lt,Belirtilmemiş
3.150.000 TL,BMW,3 Serisi,320i First Edition M Sport,2022,11.000 km,Otomatik,Benzin,Sedan,1401 - 1600 cm3,151 - 175 HP,Arkadan İtiş,Tamamı orjinal,Takasa Uygun Değil,Galeriden
495.000 TL,Renault,Symbol,1.5 dCi Joy,2018,340.000 km,Düz,Dizel,Sedan,1461 cc,90 hp,Önden Çekiş,"3,9 lt",50 lt,Belirtilmemiş
1.450.000 TL,Volvo,S60,2.4 D Advance,2017,280.000 km,Otomatik,Dizel,Sedan,2400 cc,215 hp,4WD (Sürekli),"6,3 lt",67 lt,Belirtilmemiş
480.000 TL,Fiat,Linea,1.3 Multijet Pop,2014,215.000 km,Düz,Dizel,Sedan,1248 cc,95 hp,Önden Çekiş,"4,9 lt",45 lt,"1 değişen, 1 boyalı"
2.750.000 TL,Volvo,S90,2.0 D5 Inscription,2017,120.000 km,Otomatik,Dizel,Sedan,1969 cc,235 hp,4WD (Sürekli),"4,8 lt",60 lt,Belirtilmemiş
735.000 TL,Renault,Fluence,1.5 dCi Touch,2015,125.000 km,Düz,Dizel,Sedan,1461 cc,90 hp,Önden Çekiş,"4,5 lt",60 lt,Tamamı orjinal
575.000 TL,Ford,Focus,1.6 TDCi Titanium,2011,233.000 km,Düz,Dizel,Sedan,1560 cc,115 hp,Önden Çekiş,"4,2 lt",53 lt,Belirtilmemiş
407.000 TL,Renault,Clio,1.4 Privilege,2004,240.000 km,Otomatik,LPG & Benzin,Hatchback/5,1390 cc,98 hp,Önden Çekiş,"6,7 lt",50 lt,"1 değişen, 5 boyalı"
500.000 TL,Renault,Megane,1.6 Dynamique,2004,132.000 km,Düz,LPG & Benzin,Sedan,1598 cc,115 hp,Önden Çekiş,"6,9 lt",60 lt,Tamamı orjinal
300.000 TL,Opel,Corsa,1.4 Swing,1997,216.000 km,Otomatik,LPG & Benzin,Hatchback/5,1389 cc,90 hp,Önden Çekiş,"8,2 lt",42 lt,"1 değişen, 3 boyalı"
5.950.000 TL,Aston Martin,Vantage,V8 Vantage S,2016,53.000 km,Yarı Otomatik,Benzin,Coupe,4501 - 5000 cm3,426 - 450 HP,Arkadan İtiş,Belirtilmemiş,Takasa Uygun,Yetkili Bayiden
870.000 TL,Renault,Megane,1.5 dCi Touch Plus,2018,145.000 km,Otomatik,Dizel,Sedan,1401 - 1600 cm3,101 - 125 HP,Önden Çekiş,Belirtilmemiş,Takasa Uygun,Galeriden
817.500 TL,Dacia,Lodgy,1.5 BlueDCI Ambiance,2021,48.000 km,Düz,Dizel,MPV,1461 cc,95 hp,Önden Çekiş,"4,1 lt",50 lt,Tamamı orjinal
2.375.000 TL,BMW,5 Serisi,520i Luxury Line,2017,47.000 km,Otomatik,Benzin,Sedan,1597 cc,170 hp,Arkadan İtiş,"6,5 lt",68 lt,Tamamı orjinal
800.000 TL,Opel,Astra,1.6 CDTI Design,2017,147.000 km,Otomatik,Dizel,Hatchback/5,1598 cc,136 hp,Önden Çekiş,"4,6 lt",52 lt,Belirtilmemiş
1.485.000 TL,Audi,A3,A3 Sedan 30 TFSI Dynamic,2019,51.750 km,Yarı Otomatik,Benzin,Sedan,999 cc,116 hp,Önden Çekiş,"4,4 lt",50 lt,Tamamı orjinal
300.000 TL,Renault,Megane,1.6 RTE,2000,300.000 km,Düz,LPG & Benzin,Sedan,1598 cc,107 hp,Önden Çekiş,7 lt,60 lt,Belirtilmemiş
133.000 TL,Suzuki,Swift,1.0 GL,1991,78.000 km,Düz,LPG & Benzin,Hatchback/5,993 cc,53 hp,Önden Çekiş,40 lt,Belirtilmemiş,Takasa Uygun Değil
480.000 TL,Renault,Megane,1.6 Dynamique,2004,170.000 km,Düz,Benzin,Sedan,1598 cc,115 hp,Önden Çekiş,"6,9 lt",60 lt,"2 değişen, 2 boyalı"
335.000 TL,Fiat,Albea,1.2 EL,2004,216.000 km,Düz,LPG & Benzin,Sedan,1242 cc,80 hp,Önden Çekiş,7 lt,47 lt,"1 değişen, 6 boyalı"
260.000 TL,Hyundai,Accent,1.5 GLS,1998,310.000 km,Düz,LPG & Benzin,Hatchback/5,1495 cc,92 hp,Önden Çekiş,"6,7 lt",45 lt,Tamamı boyalı
875.000 TL,BMW,3 Serisi,316i Standart,2011,179.106 km,Otomatik,Benzin,Sedan,1596 cc,116 hp,Önden Çekiş,1 boyalı,Takasa Uygun Değil,Galeriden
1.290.000 TL,Honda,Civic,1.6 i-VTEC Eco Executive,2020,47.972 km,Otomatik,Benzin,Sedan,1597 cc,125 hp,Önden Çekiş,Tamamı orjinal,Takasa Uygun Değil,Galeriden
1.945.000 TL,Mercedes - Benz,E,250 Elit,2013,181.000 km,Otomatik,Benzin,Sedan,1991 cc,211 hp,Arkadan İtiş,"6,1 lt",59 lt,Tamamı orjinal
700.000 TL,Volkswagen,Polo,1.2 TSi Lounge,2015,85.000 km,Yarı Otomatik,Benzin,Hatchback/5,1197 cc,90 hp,Önden Çekiş,"4,7 lt",45 lt,3 değişen
618.500 TL,Renault,Clio,1.5 dCi Touch,2017,155.000 km,Düz,Dizel,Hatchback/5,1461 cc,90 hp,Önden Çekiş,"3,6 lt",45 lt,Belirtilmemiş
1.850.000 TL,Mercedes - Benz,E,180 Elite,2014,93.500 km,Otomatik,Benzin,Sedan,1595 cc,156 hp,Arkadan İtiş,"6,6 lt",59 lt,Tamamı orjinal
1.415.000 TL,Skoda,SuperB,1.6 TDI Style,2019,55.000 km,Otomatik,Dizel,Sedan,1598 cc,120 hp,Önden Çekiş,"4,1 lt",66 lt,Tamamı orjinal
550.000 TL,Citroen,C-Elysee,1.6 HDi Attraction,2017,107.000 km,Düz,Dizel,Sedan,1560 cc,93 hp,Önden Çekiş,"4,3 lt",48 lt,"4 değişen, 5 boyalı"
727.500 TL,Renault,Latitude,1.5 dCi Executive,2013,256.000 km,Yarı Otomatik,Dizel,Sedan,1461 cc,110 hp,Önden Çekiş,"4,7 lt",66 lt,Belirtilmemiş
1.379.000 TL,Mercedes - Benz,CLA,180 CDI Style,2015,37.545 km,Otomatik,Dizel,Sedan,1462 cc,109 hp,Önden Çekiş,"3,8 lt",50 lt,1 değişen
828.000 TL,Hyundai,i20,1.4 MPI Style,2019,58.000 km,Otomatik,Benzin,Hatchback/5,1368 cc,100 hp,Önden Çekiş,"6,4 lt",50 lt,Belirtilmemiş
710.000 TL,Volkswagen,Passat,1.4 TSi Trendline,2010,267.461 km,Otomatik,Benzin,Sedan,1390 cc,122 hp,Önden Çekiş,"2 değişen, 3 boyalı",Takasa Uygun Değil,Galeriden
1.020.000 TL,BMW,1 Serisi,116i Joy Edition,2014,113.607 km,Otomatik,Benzin,Hatchback/5,1598 cc,136 hp,Arkadan İtiş,"5,7 lt",52 lt,3 boyalı
1.040.000 TL,Opel,Astra,1.4 Start,2018,53.374 km,Otomatik,Benzin,Hatchback/5,1399 cc,150 hp,Önden Çekiş,4 boyalı,Takasa Uygun Değil,Galeriden
939.750 TL,Renault,Megane,1.5 dCi Joy,2019,126.000 km,Yarı Otomatik,Dizel,Sedan,1461 cc,115 hp,Önden Çekiş,"4,2 lt",49 lt,Belirtilmemiş
405.000 TL,Renault,Megane,1.6 Sportway,2005,272.000 km,Düz,LPG & Benzin,Sedan,1598 cc,115 hp,Önden Çekiş,"6,9 lt",60 lt,5 boyalı
260.000 TL,Hyundai,Accent,1.5 GLS,1999,270.000 km,Düz,LPG & Benzin,Sedan,1495 cc,92 hp,Önden Çekiş,"6,7 lt",45 lt,Belirtilmemiş
845.000 TL,Kia,Ceed,1.6 CRDi Concept Plus,2012,73.000 km,Otomatik,Dizel,Hatchback/5,1582 cc,128 hp,Önden Çekiş,"5,5 lt",53 lt,Tamamı orjinal
965.000 TL,Kia,Cerato,1.6 CRDi Prestige,2018,77.000 km,Yarı Otomatik,Dizel,Sedan,1582 cc,136 hp,Önden Çekiş,"4,6 lt",50 lt,"1 değişen, 3 boyalı"
1.395.000 TL,BMW,5 Serisi,520d M Sport,2012,269.000 km,Otomatik,Dizel,Sedan,1995 cc,184 hp,Arkadan İtiş,"5,2 lt",70 lt,Belirtilmemiş
880.000 TL,Ford,Focus,1.5 TDCi Trend X,2016,99.000 km,Yarı Otomatik,Dizel,Sedan,1499 cc,120 hp,Önden Çekiş,"4,2 lt",55 lt,Tamamı orjinal
355.000 TL,Hyundai,Accent,1.5 1.5i GLS,2000,260.000 km,Düz,LPG & Benzin,Sedan,1495 cc,102 hp,Önden Çekiş,"6,9 lt",45 lt,Belirtilmemiş
945.000 TL,Skoda,Octavia,1.6 TDI Optimal,2019,207.000 km,Yarı Otomatik,Dizel,Hatchback/5,1598 cc,115 hp,Önden Çekiş,"3,9 lt",50 lt,Belirtilmemiş
475.000 TL,Peugeot,207,1.4 HDi Premium,2008,290.000 km,Düz,Dizel,Hatchback/5,1398 cc,71 hp,Önden Çekiş,"4,5 lt",50 lt,"2 değişen, 6 boyalı"
410.000 TL,Fiat,Linea,1.4 Fire Active,2008,173.000 km,Düz,LPG & Benzin,Sedan,1368 cc,77 hp,Önden Çekiş,"6,3 lt",45 lt,Tamamı orjinal
749.000 TL,Hyundai,Accent Blue,1.4 D-CVVT Mode Plus,2017,121.000 km,Otomatik,Benzin,Sedan,1368 cc,100 hp,Önden Çekiş,"6,4 lt",43 lt,Tamamı orjinal
645.000 TL,Fiat,Egea,1.6 E-Torq Urban,2016,250.000 km,Otomatik,LPG & Benzin,Sedan,1598 cc,110 hp,Önden Çekiş,"6,3 lt",45 lt,"1 değişen, 5 boyalı"
288.500 TL,Peugeot,206,1.4 HDi X-Design,2007,416.000 km,Düz,Dizel,Station wagon,1398 cc,69 hp,Önden Çekiş,"4,4 lt",50 lt,"2 değişen, 8 boyalı"
670.000 TL,Renault,Fluence,1.5 dCi Icon,2013,193.000 km,Yarı Otomatik,Dizel,Sedan,1461 cc,110 hp,Önden Çekiş,"4,4 lt",60 lt,Belirtilmemiş
459.000 TL,Opel,Corsa,1.3 CDTI Color Edition,2013,234.000 km,Düz,Dizel,Hatchback/5,1248 cc,75 hp,Önden Çekiş,"4,2 lt",45 lt,3 boyalı
990.000 TL,Ford,C-Max,1.6 TDCi Titanium X,2013,120.000 km,Düz,Dizel,MPV,1560 cc,115 hp,Önden Çekiş,"4,6 lt",53 lt,"1 değişen, 3 boyalı"
609.000 TL,Marka:,Seri:,Model:,Yıl:,Kilometre:,Vites Tipi:,Yakıt Tipi:,Kasa Tipi:,Motor Hacmi:,Motor Gücü:,Çekiş:,Ort. Yakıt Tüketimi:,Yakıt Deposu:,Boya-değişen:
630.000 TL,Marka:,Seri:,Model:,Yıl:,Kilometre:,Vites Tipi:,Yakıt Tipi:,Kasa Tipi:,Motor Hacmi:,Motor Gücü:,Çekiş:,Boya-değişen:,Takasa Uygun:,Kimden:
1.375.000 TL,BMW,5 Serisi,520d Comfort,2012,240.000 km,Otomatik,Dizel,Sedan,1995 cc,184 hp,Arkadan İtiş,"5,2 lt",70 lt,Tamamı orjinal
1.095.000 TL,Ford,Focus,1.5 Ti-VCT Trend X,2020,42.000 km,Otomatik,Benzin,Sedan,1497 cc,123 hp,Önden Çekiş,"6,5 lt",52 lt,Belirtilmemiş
345.000 TL,Renault,Symbol,1.5 dCi Authentique,2008,265.000 km,Düz,Dizel,Sedan,1461 cc,65 hp,Önden Çekiş,"4,5 lt",50 lt,1 boyalı
890.000 TL,Mercedes - Benz,E,280 Avantgarde,2006,377.000 km,Otomatik,Benzin,Station wagon,2996 cc,231 hp,4WD (Sürekli),"10,6 lt",80 lt,Belirtilmemiş
985.000 TL,Volkswagen,Passat,1.6 TDi Comfortline,2014,173.000 km,Düz,Dizel,Station wagon,1598 cc,105 hp,Önden Çekiş,"4,4 lt",70 lt,4 boyalı
935.000 TL,Seat,Ibiza,1.0 EcoTSI Style,2021,13.500 km,Yarı Otomatik,Benzin,Hatchback/5,999 cc,110 hp,Önden Çekiş,"4,7 lt",40 lt,Tamamı orjinal
2.625.000 TL,Mercedes - Benz,C,C 200 AMG,2021,13.000 km,Otomatik,Benzin,Sedan,1497 cc,184 hp,4WD (Sürekli),"6,7 lt",41 lt,Belirtilmemiş
1.750.000 TL,Mercedes - Benz,C,C 180 AMG 9G-Tronic,2017,65.000 km,Otomatik,Benzin,Coupe,1595 cc,156 hp,Arkadan İtiş,"5,9 lt",41 lt,2 boyalı
345.000 TL,Mercedes - Benz,200,E,1991,451.000 km,Otomatik,LPG & Benzin,Sedan,1801 - 2000 cm3,126 - 150 HP,Arkadan İtiş,Belirtilmemiş,Takasa Uygun,Galeriden
590.000 TL,Honda,Civic,1.6 i-VTEC LS Elegance,2004,192.000 km,Otomatik,Benzin,Sedan,1590 cc,110 hp,Önden Çekiş,7 lt,50 lt,Tamamı orjinal
815.000 TL,MINI,Cooper S,1.6,2009,219.000 km,Düz,Benzin,Hatchback/3,1598 cc,175 hp,Önden Çekiş,"6,9 lt",50 lt,Belirtilmemiş
628.000 TL,Renault,Clio,1.5 dCi Joy,2015,79.000 km,Düz,Dizel,Hatchback/5,1461 cc,75 hp,Önden Çekiş,"3,6 lt",45 lt,Tamamı orjinal
1.475.000 TL,Honda,Civic,1.5 i-VTEC Eco Executive Plus,2021,55.000 km,Otomatik,LPG & Benzin,Sedan,1498 cc,129 hp,Önden Çekiş,"6,5 lt",47 lt,Tamamı orjinal
859.000 TL,Volkswagen,Polo,1.0 TSi Comfortline,2017,72.000 km,Düz,Benzin,Hatchback/5,999 cc,95 hp,Önden Çekiş,"4,4 lt",40 lt,Belirtilmemiş
434.500 TL,Fiat,Linea,1.4 Fire Active Plus,2011,215.000 km,Düz,Benzin,Sedan,1368 cc,77 hp,Önden Çekiş,"6,3 lt",45 lt,Belirtilmemiş
765.000 TL,Volkswagen,Passat,2.0 TDi Comfortline,2011,325.000 km,Yarı Otomatik,Dizel,Sedan,1968 cc,170 hp,Önden Çekiş,"6,5 lt",70 lt,Belirtilmemiş
855.500 TL,Renault,Clio,1.5 dCi Icon,2019,88.855 km,Yarı Otomatik,Dizel,Hatchback/5,1461 cc,90 hp,Önden Çekiş,"3,7 lt",45 lt,"1 değişen, 1 boyalı"
684.000 TL,Fiat,Egea,1.6 Multijet Easy,2018,180.000 km,Yarı Otomatik,Dizel,Sedan,1598 cc,120 hp,Önden Çekiş,"3,9 lt",45 lt,Tamamı orjinal
610.000 TL,Hyundai,i20,1.4 CRDi Jump,2017,127.500 km,Düz,Dizel,Hatchback/5,1396 cc,90 hp,Önden Çekiş,"3,9 lt",45 lt,"2 değişen, 3 boyalı"
760.000 TL,Fiat,Egea,1.4 Fire Urban Plus,2020,20.750 km,Düz,Benzin,Hatchback/5,1368 cc,95 hp,Önden Çekiş,"5,7 lt",50 lt,Tamamı orjinal
520.000 TL,Hyundai,Accent Era,1.6 Prime,2011,75.000 km,Düz,Benzin,Sedan,1599 cc,112 hp,Önden Çekiş,"6,5 lt",45 lt,"3 değişen, 2 boyalı"
10.800.000 TL,Audi,RS,RS6,2021,21.500 km,Otomatik,Benzin,Station wagon,3001 - 3500 cm3,601 HP ve üzeri,4WD (Sürekli),Belirtilmemiş,Takasa Uygun Değil,Galeriden
627.000 TL,Volkswagen,Jetta,1.6 TDi Highline,2012,226.000 km,Düz,Dizel,Sedan,1598 cc,105 hp,Önden Çekiş,"4,5 lt",55 lt,"1 değişen, 12 boyalı"
1.240.000 TL,BMW,5 Serisi,520d Premium,2012,240.000 km,Otomatik,Dizel,Sedan,1995 cc,184 hp,Arkadan İtiş,"5,2 lt",70 lt,7 boyalı
369.000 TL,Citroen,C3,1.4 HDi Confort,2011,320.000 km,Düz,Dizel,Hatchback/5,1398 cc,71 hp,Önden Çekiş,"4,1 lt",50 lt,"1 değişen, 6 boyalı"
195.000 TL,Renault,R 19,1.4 RN,1996,300.000 km,Düz,LPG & Benzin,Hatchback/5,1397 cc,80 hp,Önden Çekiş,3 boyalı,Takasa Uygun Değil,Galeriden
985.000 TL,Opel,Corsa,1.2 Turbo Elegance,2023,6.010 km,Otomatik,Benzin,Hatchback/5,1199 cc,100 hp,Önden Çekiş,"4,3 lt",44 lt,Belirtilmemiş
595.000 TL,Renault,Fluence,1.5 dCi Touch,2014,263.000 km,Yarı Otomatik,Dizel,Sedan,1461 cc,110 hp,Önden Çekiş,"4,4 lt",60 lt,Belirtilmemiş
554.500 TL,Peugeot,301,1.5 BlueHDI Active,2019,93.000 km,Düz,Dizel,Sedan,1499 cc,102 hp,Önden Çekiş,"3,9 lt",50 lt,2 boyalı
353.000 TL,Renault,Megane,1.5 dCi Authentique,2008,390.000 km,Düz,Dizel,Sedan,1461 cc,105 hp,Önden Çekiş,"4,9 lt",60 lt,12 boyalı
599.000 TL,Fiat,Egea,1.3 Multijet Easy,2018,119.000 km,Düz,Dizel,Sedan,1248 cc,95 hp,Önden Çekiş,"4,1 lt",45 lt,"3 değişen, 2 boyalı"
700.000 TL,Renault,Clio,1.5 dCi SportTourer Joy,2017,94.000 km,Düz,Dizel,Station wagon,1461 cc,75 hp,Önden Çekiş,"3,6 lt",45 lt,Tamamı orjinal
499.900 TL,Honda,Civic,1.6 i-VTEC Elegance,2009,372.000 km,Düz,LPG & Benzin,Sedan,1595 cc,125 hp,Önden Çekiş,"6,7 lt",50 lt,"3 değişen, 4 boyalı"
495.000 TL,Peugeot,407,1.6 HDi Executive,2008,227.000 km,Düz,Dizel,Sedan,1560 cc,112 hp,Önden Çekiş,"5,5 lt",66 lt,6 boyalı
1.825.000 TL,Mercedes - Benz,E,180 Premium,2014,140.000 km,Otomatik,Benzin,Sedan,1595 cc,156 hp,Arkadan İtiş,"6,6 lt",59 lt,Belirtilmemiş
2.050.000 TL,BMW,5 Serisi,520i Luxury Line,2017,119.000 km,Otomatik,Benzin,Sedan,1597 cc,170 hp,Arkadan İtiş,"6,5 lt",68 lt,2 boyalı
